"data_trans",,,,,,
24.894,56.1009,62,4.016,17.7407,52,
22,22.3342,54,3.556,7.9245,45,
21.736,22.3342,54,5.692,4.4563,40,
17.812,7.0627,44,5.865,1.2559,29,
17.544,6.2946,43,5.369,1.4092,30,
11.573,1.2559,29,4.143,0.39716,19,
20.142,14.0919,50,6.157,2.2334,34,

