"data_trans",,,,,,
23.225,35.3973,58,6.356,5.6101,42,
24.927,50,61,7.232,6.2946,43,
23.592,35.3973,58,5.168,7.9245,45,
18.881,9.9763,47,6.295,1.7741,32,
14.04,2.5059,35,4.036,0.79245,25,
7.661,0.39716,19,4.113,0.11194,8,
5.789,0.22334,14,2.93,0.088914,6,

