"data_trans",,,,,,
25.061,56.1009,62,4.8,14.0919,50,
23.643,39.7164,59,5.352,8.8914,46,
19.965,14.0919,50,5.531,2.8117,36,
18.427,7.9245,45,4.409,2.2334,34,
15.135,3.5397,38,3.617,1.2559,29,
6.759,0.31548,17,2.92,0.12559,9,
5.933,0.22334,14,3.534,0.079245,5,

