"data_trans",,,,,,
26.641,88.914,66,5.035,19.9054,53,
24.959,50,61,4.982,11.1936,48,
21.405,19.9054,53,4.711,5,41,
18.481,8.8914,46,3.839,3.1548,37,
15.185,3.5397,38,4.006,1.1194,28,
8.436,0.5,21,4.068,0.15811,11,
7.478,0.39716,19,4.155,0.12559,9,

