"data_trans",,,,,,
24.712,50,61,5.247,11.1936,48,
21.358,19.9054,53,5.865,3.5397,38,
20.031,12.5594,49,3.761,3.9716,39,
18.518,8.8914,46,4.52,2.5059,35,
14.847,3.1548,37,4.345,0.99763,27,
10.27,0.88914,26,4.059,0.28117,16,
9.757,0.70627,24,3.818,0.22334,14,

