"data_trans",,,,,,
30.16,250.5936,75,7.241,31.5479,57,
28.841,177.4067,72,6.225,28.1171,56,
26.366,79.2447,65,4.976,17.7407,52,
21.061,17.7407,52,3.995,5.6101,42,
19.768,12.5594,49,4.765,3.1548,37,
12.911,1.7741,32,4.767,0.39716,19,
13.502,1.9905,33,4.506,0.56101,22,

