"data_trans",,,,,,
25.441,62.9463,63,5.733,11.1936,48,
24.552,44.5625,60,5.618,8.8914,46,
22.334,25.0594,55,4.927,6.2946,43,
20.288,14.0919,50,4.748,3.5397,38,
14.473,2.8117,36,5.758,0.56101,22,
9.36,0.70627,24,4.969,0.17741,12,
6.625,0.31548,17,4.823,0.079245,5,

