"data_trans",,,,,,
25.004,56.1009,62,8.152,5.6101,42,
23.284,31.5479,57,5.688,5.6101,42,
21.128,17.7407,52,3.663,6.2946,43,
18.159,7.9245,45,5.392,1.7741,32,
17.441,6.2946,43,7.102,0.79245,25,
8.288,0.5,21,6.766,0.079245,5,
11.742,1.4092,30,5.784,0.28117,16,

